message_size_kb,transfer_steps,connection_quality,has_urgent_keyword,has_link,is_spam,is_lost
112.43,21,0.0,1,0,1,0
40.82,15,0.466,1,0,1,0
54.61,11,0.346,0,0,0,1
59.06,13,0.007,0,0,0,1
24.75,5,0.456,1,0,0,1
9.19,5,0.836,0,0,0,1
15.68,5,0.795,0,0,1,0
46.25,4,0.684,0,0,0,0
79.62,17,0.217,0,1,1,1
29.24,10,0.261,0,0,1,1
57.59,19,0.414,0,0,1,1
37.83,7,0.586,0,0,0,1
79.47,16,0.504,0,0,0,1
54.77,16,0.268,1,0,1,1
50.91,6,1.0,0,0,0,0
8.19,2,0.991,0,0,0,0
37.92,3,0.38,0,0,0,1
50.24,3,1.0,0,1,1,0
39.86,4,0.292,1,0,1,1
13.1,5,0.79,0,0,0,0
19.65,19,0.284,1,0,0,1
49.01,2,0.924,0,0,0,1
36.01,4,0.91,0,0,1,0
28.57,13,0.008,0,0,0,1
36.08,6,0.873,0,0,1,0
105.68,6,0.556,1,0,1,1
26.7,9,0.61,1,0,1,1
23.56,6,0.861,0,0,1,0
30.97,9,0.282,0,0,0,1
27.78,10,0.219,1,1,1,0
108.98,19,0.443,0,1,1,1
66.35,7,0.478,1,0,0,1
15.85,12,0.841,0,0,1,0
44.4,10,0.299,0,0,0,1
16.39,11,0.846,1,0,0,0
103.69,3,0.901,0,0,0,1
17.61,4,0.69,0,0,0,0
60.9,14,0.085,0,1,1,0
35.03,10,0.291,0,0,0,1
40.0,18,0.602,0,0,0,1
41.82,9,0.522,1,0,0,0
9.72,7,0.825,0,1,1,1
19.56,6,0.51,1,0,1,1
44.94,6,0.65,0,1,1,1
43.93,12,0.33,0,0,0,0
41.56,8,0.736,0,1,1,0
80.35,11,0.08,1,0,1,1
81.59,7,0.943,1,0,0,0
99.08,10,0.88,0,0,0,1
56.3,7,0.799,0,0,0,0
86.72,7,0.0,0,0,0,1
56.48,3,1.0,0,0,1,0
38.41,7,0.622,0,0,0,0
35.53,13,0.355,1,0,1,1
73.04,14,0.363,0,0,0,1
7.42,5,0.694,0,1,1,1
38.26,5,0.649,0,1,1,1
67.65,13,0.046,0,0,0,1
9.82,4,0.456,0,0,1,1
48.83,15,0.325,0,0,0,1
112.47,4,0.193,1,1,1,1
97.14,6,0.655,1,0,0,0
84.26,3,0.454,1,1,1,1
97.32,5,0.623,1,1,1,0
80.04,3,0.621,0,0,0,0
14.61,9,0.921,0,0,0,0
38.09,5,0.684,0,0,0,1
7.39,16,0.437,1,0,1,1
62.57,12,0.098,0,1,1,1
79.5,14,0.103,0,0,1,1
31.94,5,0.792,0,0,1,0
34.93,5,0.87,0,0,0,0
96.15,16,0.209,0,0,0,0
38.25,5,1.0,0,0,0,0
26.38,8,0.587,1,0,1,1
57.12,8,0.898,1,0,0,1
34.18,8,0.668,0,1,0,0
17.07,6,0.706,0,0,0,0
38.43,12,0.482,0,0,0,0
43.13,17,0.203,1,0,1,1
9.93,6,1.0,0,1,0,0
108.37,8,0.736,0,0,0,0
21.77,17,0.59,0,0,0,1
74.07,32,0.435,1,0,0,1
74.99,15,0.81,0,1,1,0
998.36,4,0.574,0,0,0,0
3.42,7,0.91,0,0,0,0
29.14,1,1.0,0,0,1,0
43.8,9,0.827,0,0,0,1
129.68,7,0.402,0,0,0,0
209.82,15,0.533,0,0,1,1
92.7,11,0.216,0,0,1,1
114.99,5,0.593,0,1,1,0
123.39,25,0.426,0,0,0,1
28.89,5,0.816,0,1,0,0
40.85,5,0.696,0,0,1,1
54.34,7,0.636,1,0,0,1
60.1,13,0.74,1,0,0,0
38.74,2,0.914,0,0,0,0
150.5,4,0.296,1,0,0,1
82.41,5,0.978,0,0,0,1
147.37,20,0.155,1,0,0,0
24.56,3,0.701,0,0,0,0
34.32,4,0.731,0,0,0,1
26.12,3,0.674,0,0,0,0
234.01,6,0.542,0,0,0,0
21.91,28,0.08,0,0,1,1
78.75,9,0.378,0,0,0,0
167.49,3,0.78,1,1,1,0
956.74,12,0.654,0,1,1,0
16.37,12,0.81,0,0,1,0
35.43,9,0.838,1,0,0,0
19.42,5,0.383,0,1,1,1
19.42,4,0.855,0,0,0,1
17.36,3,0.923,0,0,0,0
28.85,6,0.517,1,1,1,0
35.77,4,0.726,0,0,0,1
37.01,9,0.684,0,0,0,0
104.27,17,0.111,0,0,0,0
58.72,1,0.678,0,0,0,0
47.86,17,0.417,1,0,0,1
51.18,17,0.382,0,0,1,1
18.76,3,0.364,1,0,0,0
4.33,6,1.0,0,0,1,0
65.85,4,0.446,1,0,1,0
52.0,2,0.563,0,0,1,0
43.65,9,0.246,0,0,1,0
42.69,5,0.842,1,0,1,0
32.27,6,0.916,0,1,1,0
36.09,4,0.695,0,0,0,1
30.88,7,0.543,0,1,1,0
22.92,7,0.698,0,0,0,0
17.24,11,0.868,1,0,0,1
50.98,15,0.173,0,0,0,1
64.22,9,0.616,1,1,1,0
126.27,7,0.679,0,0,1,0
75.98,17,0.668,1,0,0,1
107.47,15,0.294,1,1,1,0
193.44,14,0.336,0,0,0,1
15.6,7,0.879,1,1,1,0
40.14,13,0.38,0,0,1,1
3.92,5,0.871,0,0,0,0
62.44,7,0.29,1,0,1,1
26.69,6,0.994,0,0,0,1
25.24,4,0.51,0,0,0,1
115.27,9,0.269,1,0,1,1
25.12,9,0.451,0,0,0,1
57.32,15,0.169,0,0,0,1
1029.5,5,0.799,0,0,0,0
109.42,15,0.254,0,0,0,1
19.54,17,0.728,1,0,1,1
39.92,3,0.748,0,0,0,0
12.87,3,0.53,0,0,0,0
67.91,11,0.725,1,0,0,0
100.85,7,0.635,0,0,0,0
39.03,16,0.504,0,0,0,1
15.65,5,0.855,0,0,0,1
63.49,6,0.612,0,0,0,0
59.32,4,0.685,0,0,0,0
25.61,7,0.658,0,1,1,1
21.12,4,0.459,0,0,0,1
33.47,3,0.635,0,0,0,0
6.62,6,0.407,0,1,0,1
65.0,6,0.784,0,1,1,1
54.95,35,0.68,0,0,0,0
44.86,15,0.391,0,0,0,0
56.06,10,0.0,0,0,0,1
9.12,3,0.957,1,0,0,1
23.95,18,0.629,1,0,1,0
33.84,4,0.876,0,0,0,1
34.64,8,0.19,0,0,0,1
53.99,3,0.729,0,0,1,0
30.95,7,0.428,1,0,0,0
24.65,4,0.511,0,0,0,1
15.93,3,0.843,0,0,0,0
114.23,15,0.242,1,0,0,1
28.63,4,0.984,0,1,0,0
42.6,2,0.797,0,0,1,1
30.01,3,1.0,0,0,0,0
70.98,3,0.617,0,0,1,0
20.46,3,0.783,0,0,0,1
18.57,7,0.579,0,1,1,1
11.8,10,0.4,1,0,0,1
76.47,5,0.612,0,0,0,1
174.57,18,0.233,0,0,0,1
112.2,13,0.939,1,1,1,0
19.26,16,0.913,0,1,1,0
122.85,6,0.719,0,0,0,0
26.66,10,0.728,0,0,0,1
62.63,7,0.712,0,1,1,0
139.78,15,0.11,0,0,1,1
16.29,4,0.878,0,0,0,0
14.93,10,0.867,0,0,1,1
26.47,4,0.669,0,0,0,0
12.89,3,0.658,0,0,0,0
56.25,2,0.679,0,0,0,0
43.68,7,0.726,0,0,1,0
66.61,9,0.757,0,1,1,0
37.53,12,0.169,0,1,0,1
16.92,7,0.929,0,0,0,1
52.29,11,0.516,1,0,1,0
79.63,4,0.862,0,0,0,0
9.97,6,0.803,0,0,0,0
128.55,19,0.881,0,1,1,0
13.79,1,0.659,0,0,0,0
36.86,10,0.364,0,0,0,1
10.89,21,0.84,0,0,0,1
16.42,14,0.204,0,0,0,1
57.71,18,0.31,1,0,1,1
8.77,9,0.823,0,0,1,1
39.21,19,0.203,1,0,0,1
48.99,5,0.732,0,0,0,1
74.02,18,0.255,0,0,0,1
43.25,5,0.854,0,0,0,1
42.97,5,0.307,0,0,0,0
31.14,8,0.207,0,0,0,1
8.51,5,0.641,1,1,1,1
31.67,12,0.426,0,0,0,1
32.94,5,0.638,1,1,1,0
20.83,3,0.999,0,0,0,0
39.5,7,0.255,0,0,0,0
42.19,14,0.0,1,0,1,1
99.6,20,0.561,1,0,1,1
70.01,7,0.251,1,0,0,0
26.71,11,0.0,0,0,0,1
15.77,5,0.563,1,1,1,0
29.07,2,0.727,1,0,1,1
39.79,7,0.019,0,0,0,1
28.08,8,0.869,0,0,0,0
44.38,7,0.716,1,0,0,0
28.57,2,0.906,1,0,1,0
54.25,5,0.867,0,1,0,0
73.82,6,0.973,0,0,0,0
22.01,3,0.707,0,0,1,0
58.66,4,0.636,0,0,1,1
71.17,7,0.333,0,0,0,0
66.97,6,0.683,0,0,1,1
21.2,3,0.817,0,0,0,1
20.17,10,0.789,1,0,1,0
83.09,3,0.383,1,0,1,0
36.7,20,0.176,1,0,1,1
33.35,14,0.017,0,0,1,1
90.66,13,0.26,0,0,0,1
37.41,15,0.701,0,0,0,1
24.06,10,0.592,1,0,0,1
12.83,4,1.0,0,0,0,0
109.43,8,0.819,0,0,1,0
29.84,5,0.721,0,0,1,0
76.72,7,0.905,0,0,0,0
53.63,10,0.682,0,1,0,0
103.14,4,0.869,0,0,1,0
110.9,8,0.474,0,1,1,0
63.97,9,0.81,1,0,0,1
79.17,10,0.895,1,0,0,1
20.75,6,0.033,0,0,0,1
60.93,4,0.918,0,0,1,0
103.53,17,0.702,0,1,0,0
12.83,6,0.851,0,0,0,0
31.47,5,0.541,0,0,0,0
16.18,3,0.97,0,0,0,0
58.15,6,0.731,1,0,1,0
33.66,2,0.749,0,0,0,0
59.57,6,0.767,0,0,0,0
48.79,4,0.73,0,0,0,0
34.42,4,0.662,0,0,1,1
8.93,7,0.957,0,0,0,0
54.23,13,0.17,1,0,1,1
71.04,4,0.605,0,0,1,0
32.57,8,0.848,0,1,0,1
38.85,9,0.327,0,0,0,1
12.22,7,0.655,0,0,0,0
128.06,13,0.306,0,0,0,1
6.15,5,1.0,0,0,0,0
74.1,9,0.743,1,0,1,1
2.5,1,1.0,0,0,0,0
65.25,6,0.834,0,0,0,1
72.04,13,0.444,0,0,1,0
19.98,7,0.621,1,1,1,0
46.23,4,0.676,0,0,0,1
26.29,21,0.766,0,0,1,1
51.12,3,0.895,0,0,0,0
72.53,5,0.743,0,0,0,0
114.81,7,0.785,0,0,0,0
158.39,6,0.807,1,0,0,1
1.0,8,0.21,1,0,0,1
61.01,7,0.907,0,0,0,0
85.75,3,0.755,1,0,1,1
16.59,3,0.713,0,0,0,1
5.01,16,0.608,1,0,0,1
17.89,10,0.451,0,0,1,1
57.86,20,0.583,0,0,1,0
11.16,5,0.731,0,1,1,1
1048.32,7,0.441,1,0,1,1
48.12,7,0.698,0,1,1,1
54.52,23,0.409,0,0,1,1
67.25,7,0.402,1,1,1,1
40.91,5,0.454,0,0,1,1
127.5,11,0.327,0,0,1,1
14.24,21,0.287,0,0,0,1
36.42,4,0.429,1,0,1,1
28.19,1,0.613,1,0,0,0
20.37,4,1.0,0,0,1,0
85.6,6,0.706,1,0,1,0
101.76,19,0.221,0,0,1,1
23.56,7,0.848,0,0,0,0
16.12,16,0.411,1,0,0,1
240.53,5,0.874,0,0,0,0
17.74,16,0.264,0,0,0,1
55.24,6,0.763,0,0,0,0
5.64,20,0.644,1,0,0,0
360.87,26,0.247,0,0,0,1
238.16,13,0.14,0,0,1,1
1199.13,14,0.31,0,0,1,1
21.46,6,0.039,0,0,0,0
19.48,7,0.928,1,0,1,0
50.19,6,0.659,0,0,1,1
68.08,35,0.5,0,0,0,0
105.07,6,0.582,1,1,0,1
63.38,4,0.562,1,0,1,0
41.99,15,0.303,0,0,1,1
38.79,10,0.239,0,0,1,0
17.43,9,0.892,0,0,1,1
39.17,18,0.312,0,0,1,1
33.55,12,0.748,0,1,0,0
107.34,4,0.641,1,1,1,1
51.49,16,0.057,0,0,0,0
1.32,19,0.067,0,0,0,1
24.01,22,0.848,0,0,1,1
37.76,4,0.668,0,0,0,0
35.64,15,0.354,1,0,1,1
69.56,6,0.684,0,0,1,0
40.85,9,0.101,0,0,1,1
57.14,12,0.069,0,0,1,1
45.08,5,0.755,0,0,0,0
3.57,2,0.782,0,0,1,0
80.28,5,0.394,0,0,1,1
21.43,10,0.596,0,1,1,0
218.92,20,0.183,0,1,1,1
43.72,7,0.608,1,1,1,0
15.31,25,0.586,0,0,0,1
35.14,3,0.828,1,0,0,0
51.35,10,0.601,0,0,1,0
123.66,8,0.566,0,1,1,0
9.13,29,0.724,0,1,0,1
8.38,4,0.785,1,0,1,0
53.84,18,0.326,0,0,1,1
100.79,9,0.82,0,0,1,0
42.31,3,1.0,0,0,0,1
106.04,15,0.119,0,0,1,1
17.86,5,0.742,0,0,0,1
13.09,8,0.954,0,0,0,1
70.93,7,0.568,0,0,1,1
23.85,6,0.825,1,0,0,1
77.05,4,0.618,1,1,1,0
67.25,16,0.482,0,1,1,0
89.05,5,0.888,0,1,1,0
16.23,5,0.91,0,0,1,1
55.34,4,0.835,0,0,0,0
47.69,15,0.878,0,1,1,0
90.23,6,0.866,0,0,1,0
137.86,2,0.505,1,1,1,1
68.64,7,0.876,1,0,0,1
36.53,10,0.051,0,0,0,1
78.26,5,0.534,0,0,0,0
21.54,11,0.174,0,0,0,1
23.77,8,0.493,0,0,1,1
63.68,19,0.428,0,0,0,1
33.36,9,0.337,0,0,1,0
123.55,6,0.537,0,0,0,1
93.46,7,0.573,1,1,0,1
8.25,5,0.797,1,0,0,0
11.83,4,0.811,0,1,1,0
64.03,2,0.962,0,0,1,0
40.43,4,0.886,0,0,1,0
11.82,4,0.594,0,1,1,0
30.77,4,0.545,0,1,1,0
30.66,5,0.953,1,0,0,0
54.83,7,0.675,1,0,1,0
90.51,3,0.516,0,0,1,0
38.82,5,0.871,1,1,1,0
128.84,20,0.41,0,0,0,1
13.74,5,0.854,0,0,1,0
21.0,15,0.311,0,0,1,1
10.0,5,0.409,0,0,0,1
35.41,5,0.817,1,0,1,0
2.03,23,0.876,0,0,0,1
45.77,4,0.928,0,0,0,0
48.19,5,0.504,0,1,1,0
39.28,10,0.615,1,1,1,0
13.29,7,0.822,0,1,1,0
167.34,21,0.143,1,0,1,1
126.87,7,0.42,1,0,0,1
75.63,22,0.745,0,0,0,1
31.33,6,0.541,0,0,1,0
718.05,6,0.897,1,0,0,0
35.24,8,0.0,0,0,0,0
27.17,6,0.92,0,0,0,0
31.89,7,0.629,1,1,1,0
62.4,17,0.094,1,0,0,1
26.45,8,0.819,0,1,1,0
28.63,7,0.728,1,1,1,1
42.47,3,0.576,1,0,0,0
710.27,9,0.939,0,0,0,0
48.35,11,0.585,1,0,1,1
21.31,10,0.093,0,0,1,1
18.37,7,0.53,1,0,1,0
141.76,16,0.238,0,0,0,1
41.31,8,0.003,0,1,1,1
24.04,17,0.788,0,0,1,0
110.82,6,0.856,0,0,0,1
51.94,6,0.973,0,0,0,0
21.59,24,0.475,1,0,0,1
34.6,7,0.377,1,0,1,1
100.26,15,0.307,1,0,1,1
51.96,12,0.066,0,0,0,0
129.35,6,0.904,0,0,0,0
69.62,9,0.111,0,0,0,0
51.68,7,0.877,0,0,1,0
57.68,24,0.173,0,1,1,1
19.43,1,0.745,0,0,0,0
25.76,10,0.499,1,0,0,0
29.17,7,0.851,1,1,1,0
33.12,3,0.917,0,0,0,0
53.38,15,0.306,0,1,1,1
149.23,11,0.673,0,1,1,1
24.5,4,0.955,0,0,1,0
56.55,12,0.388,0,1,1,1
15.44,21,0.401,1,0,0,1
32.56,4,1.0,0,0,1,0
34.3,4,0.859,0,0,0,1
61.52,8,0.544,0,0,0,1
105.71,31,0.191,0,0,1,1
39.05,13,0.126,0,0,1,0
109.67,13,0.461,0,0,1,1
9.6,11,0.117,0,0,0,1
30.59,3,0.526,0,0,0,1
68.6,12,0.089,0,0,1,1
116.94,13,0.357,0,0,0,1
22.77,9,0.353,1,0,1,1
40.59,6,0.779,0,0,1,0
40.87,2,0.68,0,0,0,0
126.76,7,0.215,0,0,0,1
39.11,8,0.633,0,0,0,0
38.16,6,0.338,1,1,1,1
71.08,3,0.708,0,0,0,0
17.59,28,0.864,0,0,0,0
6.64,8,1.0,0,0,0,1
44.51,17,0.452,0,0,1,1
36.75,9,0.526,1,0,1,0
15.76,5,0.62,1,1,1,1
43.08,8,0.681,0,0,0,1
1.39,8,0.852,1,0,0,0
53.47,6,0.607,0,1,1,1
53.34,12,0.532,1,0,0,0
9.25,4,0.929,0,0,0,0
54.56,6,0.487,1,1,1,0
24.41,4,0.62,1,0,1,0
28.59,1,0.586,0,0,1,0
34.12,12,0.679,0,0,1,1
51.94,15,0.179,0,0,1,1
18.27,3,0.902,0,0,1,0
40.16,6,0.894,0,0,1,1
11.11,4,0.852,0,0,0,0
31.66,5,0.721,1,1,1,0
42.48,6,0.589,0,1,1,0
36.8,4,0.634,0,0,0,0
45.91,16,0.0,0,0,0,1
18.1,4,0.526,0,0,0,1
49.59,5,0.727,0,0,1,1
48.45,20,0.413,0,0,0,1
74.61,9,0.204,0,0,0,1
44.68,8,0.736,0,1,1,0
58.33,10,0.818,0,0,0,0
13.01,1,0.669,0,0,1,0
13.29,2,0.816,0,0,0,0
56.19,4,0.682,1,0,0,1
46.85,19,0.069,0,0,1,1
17.98,3,0.546,0,0,0,0
24.23,9,0.247,1,0,0,0
8.22,5,0.647,0,0,0,1
43.46,5,0.74,0,0,1,0
17.51,8,0.814,0,0,0,0
47.21,18,0.679,0,0,1,0
46.04,11,0.676,0,0,0,0
14.37,19,0.481,0,1,1,1
82.65,8,0.714,0,1,1,1
106.25,5,0.636,1,0,0,0
11.07,6,1.0,0,1,1,1
7.58,1,0.584,1,0,1,1
87.82,6,0.14,0,0,0,0
25.88,17,0.247,1,0,1,1
27.39,10,0.66,0,0,1,1
130.88,13,0.666,0,1,0,0
61.95,12,0.084,0,0,0,1
18.66,4,0.771,0,0,0,0
61.73,12,0.1,0,0,1,0
22.22,6,0.492,0,0,0,0
31.39,6,0.41,0,0,0,0
37.14,8,0.657,0,1,1,0
21.48,10,0.965,0,0,0,1
191.73,10,0.418,0,0,0,1
266.37,9,0.398,0,1,1,1
157.83,5,0.539,0,0,0,0
41.74,8,0.927,0,0,0,0
22.51,20,0.545,0,0,1,1
7.05,15,0.128,1,0,1,1
9.65,5,0.405,0,0,0,1
50.01,5,0.425,1,0,1,1
38.4,7,0.303,0,0,0,1
18.86,14,0.277,0,0,0,1
133.73,24,0.623,0,0,1,0
33.11,5,0.641,0,0,0,1
7.7,5,0.648,0,0,1,1
59.05,23,0.435,0,0,0,0
57.86,14,1.0,1,0,1,1
19.95,6,0.968,0,0,0,1
134.16,13,0.261,1,0,1,1
60.61,17,0.304,0,0,0,1
41.3,7,0.589,0,0,1,0
36.46,17,0.894,0,0,1,0
9.33,3,0.849,0,0,1,0
147.2,9,0.178,0,0,1,1
44.3,15,0.64,0,0,0,1
19.2,3,0.79,0,0,0,0
67.26,6,0.775,0,0,0,0
6.8,5,0.976,0,0,0,0
103.34,11,0.298,0,0,0,1
68.62,8,0.118,0,0,0,0
1144.7,3,0.321,0,1,0,1
55.63,5,0.52,0,1,1,0
110.52,24,0.398,0,0,0,1
163.95,21,0.498,0,0,0,1
48.0,10,0.273,0,1,0,1
25.94,5,0.886,0,0,0,0
31.46,7,0.61,0,0,1,1
60.9,4,0.953,0,0,0,0
909.56,27,0.694,0,1,1,0
41.77,6,0.634,1,0,1,0
14.38,3,0.929,0,0,0,0
46.19,5,0.822,0,0,0,0
82.14,3,0.657,0,0,0,0
56.2,4,0.52,0,1,1,0
15.43,3,0.631,0,0,0,0
38.44,9,0.336,1,0,0,1
139.36,20,0.475,0,1,0,1
52.45,14,0.268,0,0,1,1
42.62,9,0.417,1,0,1,0
32.32,5,0.913,0,1,1,0
50.42,5,0.517,0,0,0,1
1.0,4,0.711,1,0,0,0
93.08,19,0.45,0,0,1,1
37.17,15,0.295,0,0,1,1
43.82,2,0.453,0,0,1,1
58.11,5,0.852,0,0,1,0
2.18,10,0.603,0,0,1,0
17.06,16,0.598,0,0,0,0
21.14,8,0.898,0,0,0,0
36.12,4,0.717,1,1,1,0
45.71,4,0.789,0,0,0,0
89.23,15,0.639,1,1,0,1
3.16,5,0.902,0,0,0,0
7.86,2,0.792,0,0,1,1
48.13,4,0.983,0,0,0,1
34.97,7,0.632,1,0,0,0
76.73,4,0.83,0,0,1,0
59.54,8,0.582,1,1,0,1
51.6,4,0.95,0,0,0,0
11.55,6,0.862,0,1,1,1
94.46,2,0.828,0,0,1,0
28.39,6,0.999,0,0,1,1
68.22,3,0.053,1,1,1,0
86.79,15,0.457,0,0,1,1
19.69,8,0.543,0,1,1,0
42.08,7,0.558,1,0,0,1
31.2,5,0.928,0,0,0,0
140.99,4,0.493,1,1,1,1
21.5,8,0.685,0,0,0,0
20.95,10,0.649,0,0,1,1
105.69,4,0.472,1,0,0,0
128.54,15,0.732,0,0,1,1
40.14,7,0.733,0,0,0,0
64.67,5,0.551,1,1,1,0
10.79,4,0.989,0,0,0,1
21.99,3,1.0,0,0,0,0
35.75,4,0.629,0,0,0,1
60.03,10,0.271,0,0,1,1
91.03,1,1.0,0,1,1,1
39.8,3,0.546,0,0,0,0
6.17,28,0.842,0,0,0,1
43.84,9,0.091,0,0,0,1
32.65,3,0.929,0,0,0,0
37.59,7,0.507,1,0,0,1
81.53,5,0.511,1,1,1,1
39.28,6,0.778,0,0,0,1
69.62,14,0.0,0,0,1,1
106.39,31,0.78,1,0,1,1
34.41,6,0.526,0,1,1,0
37.52,5,0.428,0,0,0,1
48.41,4,0.923,0,0,1,1
16.72,18,0.732,0,0,0,1
32.93,2,0.591,0,0,1,1
54.53,11,0.291,0,0,1,1
171.34,17,0.32,0,0,1,1
3.27,4,0.833,0,0,0,0
10.49,4,0.995,0,0,0,1
49.89,6,0.328,1,0,1,1
1057.55,19,0.198,0,0,0,1
45.7,6,0.57,0,0,0,1
56.53,5,0.721,1,0,0,0
63.88,5,0.824,0,0,0,0
1196.87,21,0.251,0,0,0,1
78.67,16,0.417,0,1,1,1
48.55,11,0.212,0,0,1,1
36.47,11,0.568,1,1,1,0
43.99,5,0.736,0,0,0,0
10.15,5,0.53,0,0,0,1
17.21,3,0.839,0,0,0,0
17.59,15,0.304,1,0,0,1
31.11,3,0.751,0,0,1,0
9.96,3,0.937,1,0,0,0
68.43,16,0.5,0,0,0,1
41.26,17,0.194,1,0,1,1
14.27,11,0.76,0,0,0,0
30.76,2,0.855,0,0,0,0
29.38,5,0.784,0,1,0,0
48.96,9,0.508,0,0,1,1
54.62,14,0.13,0,0,1,1
155.86,14,0.58,0,0,0,0
144.96,11,0.244,1,1,1,0
104.34,25,0.197,1,0,1,1
66.34,16,0.254,0,0,0,1
19.11,9,0.828,0,0,0,0
8.81,2,1.0,0,0,0,1
36.71,3,0.855,0,0,0,0
17.81,4,0.508,0,0,0,0
48.64,5,0.73,0,0,1,0
27.19,7,0.868,0,0,0,1
62.33,6,0.653,1,0,1,0
42.15,4,0.796,0,0,1,0
32.72,15,0.093,1,0,1,1
68.51,12,0.398,0,0,1,1
43.39,10,0.139,0,0,0,1
33.65,3,0.774,0,0,1,0
29.12,6,0.635,0,0,0,0
17.87,9,0.116,0,0,1,1
117.42,9,0.133,0,0,0,1
5.65,2,0.977,0,0,0,0
50.22,5,0.534,0,0,1,0
10.82,6,0.939,0,0,0,0
11.38,3,0.534,0,0,0,0
17.02,11,0.141,0,0,1,1
37.49,6,0.874,0,0,0,0
21.39,9,0.823,0,0,1,0
22.99,7,0.741,1,1,1,1
23.26,3,0.87,0,0,0,0
58.8,4,0.912,0,0,0,1
3.39,3,0.463,0,0,1,0
35.44,15,0.386,0,0,0,1
58.63,16,0.557,0,0,1,1
26.66,6,0.743,1,0,1,0
55.81,6,0.679,0,0,0,0
19.1,8,0.837,0,1,1,1
19.99,9,0.304,1,1,1,1
24.53,5,0.78,0,0,0,1
20.27,3,0.734,0,1,1,0
51.86,4,1.0,0,0,1,0
108.43,6,1.0,0,0,0,1
73.69,17,0.433,0,0,1,1
17.59,5,0.888,0,0,0,0
62.43,1,1.0,1,0,1,0
761.6,7,0.749,0,0,0,1
21.16,25,0.773,1,0,0,1
21.49,8,0.783,0,0,0,0
78.89,2,0.745,1,0,0,0
79.04,7,0.719,0,0,0,0
7.13,6,0.805,0,0,0,0
16.98,3,0.855,0,0,0,0
20.92,5,0.771,0,0,0,1
160.21,12,0.174,0,0,0,1
41.35,9,0.348,0,0,1,1
47.85,3,0.426,0,1,1,1
37.4,6,0.549,0,0,0,1
849.68,11,0.922,0,0,1,0
19.5,6,0.834,0,1,1,0
43.22,3,0.73,0,0,0,0
69.96,7,0.889,0,0,1,0
43.8,5,0.901,0,0,0,1
53.94,6,0.943,1,0,1,0
117.74,10,0.736,0,0,0,1
30.3,4,0.605,0,0,0,0
38.57,28,0.531,0,0,0,1
154.79,22,0.251,0,0,0,1
8.69,7,0.734,0,0,0,0
49.15,4,0.792,0,0,0,0
10.31,2,0.925,0,0,0,1
15.55,6,0.789,0,0,0,0
50.93,29,0.621,1,0,0,1
12.32,7,0.721,0,0,0,1
46.07,5,0.763,0,1,1,0
31.26,3,0.522,1,0,1,1
35.86,8,0.859,1,1,1,0
73.33,5,0.976,0,1,1,0
16.54,3,0.77,0,0,1,0
4.61,11,0.162,0,0,1,1
30.78,6,0.843,0,0,0,1
24.45,5,0.657,0,0,0,1
44.74,5,0.519,1,0,1,1
71.58,3,0.833,1,1,1,0
101.13,9,0.753,0,1,1,1
80.22,13,0.159,0,0,1,1
49.07,5,0.799,0,0,1,0
7.33,4,0.237,0,1,0,1
64.07,14,0.349,0,0,1,1
87.27,5,0.761,0,0,0,0
40.93,7,0.563,1,0,1,0
54.64,16,0.2,0,0,0,1
52.33,12,0.076,0,0,0,1
49.44,7,0.962,0,1,0,0
103.97,11,0.386,1,0,0,1
60.3,13,0.233,0,0,0,1
8.53,5,0.968,0,0,0,1
37.9,11,0.047,0,0,0,1
25.82,6,0.858,0,0,0,0
25.28,9,0.989,1,0,0,1
36.51,7,0.594,1,1,1,0
48.06,8,0.542,0,0,0,0
21.54,6,0.597,0,0,0,0
45.49,6,0.305,1,0,1,1
32.35,11,0.958,1,0,1,0
68.28,4,0.731,1,0,0,0
154.74,7,0.623,0,0,0,1
40.48,6,0.999,0,0,0,0
55.0,20,0.0,0,0,0,1
19.14,5,0.565,0,0,0,1
59.04,5,0.726,1,1,1,0
23.4,3,0.556,0,0,0,0
27.47,13,0.462,0,1,1,1
5.78,2,0.713,0,0,0,0
63.48,6,0.718,0,0,0,1
10.49,6,0.901,0,0,0,0
25.28,2,0.599,0,0,0,1
28.93,18,0.0,0,0,1,1
96.75,10,0.005,1,0,1,1
58.17,8,0.817,1,0,1,0
12.15,7,0.6,0,0,0,1
22.95,10,0.267,0,0,0,1
37.68,12,0.56,0,1,1,1
20.91,4,0.849,0,0,0,1
5.22,6,0.792,0,0,1,0
12.68,8,0.698,0,0,0,0
14.08,6,0.464,1,1,1,0
95.46,11,0.628,1,0,0,1
20.73,12,0.18,0,0,0,1
32.35,13,0.199,0,0,0,1
24.79,6,0.471,1,0,0,1
5.85,7,1.0,0,0,0,0
160.73,17,0.166,0,0,1,1
32.24,10,0.261,0,0,0,1
33.18,6,0.837,0,0,0,0
30.25,17,0.383,0,0,0,1
12.21,5,0.682,0,0,0,0
1.0,6,0.704,1,0,1,1
54.03,5,0.37,0,1,1,1
54.53,16,0.558,1,1,1,1
10.21,12,0.102,1,0,0,1
56.18,11,0.588,1,0,0,1
23.99,14,0.0,0,0,0,0
54.35,15,0.367,1,0,1,1
60.84,5,0.615,1,0,1,0
28.31,6,0.694,0,0,0,0
63.86,7,0.821,1,0,0,1
22.98,41,0.655,0,1,1,1
26.7,2,0.57,0,0,0,1
45.97,5,0.274,1,0,1,0
57.4,13,0.439,0,0,0,1
